DATE,NUM_DAILY_DIED,MA7_NUM_DAILY_DIED,NUM_DAILY_DIED_per_100kpop,MA7_NUM_DAILY_DIED_per_100kpop,REGION_L,REGION_S,REGION_PSGC
2020-04-25,15.0,15.0,0.10696366450546596,0.10696366450546596,Metropolitan Manila,NCR,PH130000000
2020-04-26,7.0,11.0,0.04991637676921745,0.0784400206373417,Metropolitan Manila,NCR,PH130000000
2020-04-27,6.0,9.333333333333334,0.04278546580218639,0.06655516902562326,Metropolitan Manila,NCR,PH130000000
2020-04-28,14.0,10.5,0.0998327535384349,0.07487456515382618,Metropolitan Manila,NCR,PH130000000
2020-04-29,26.0,13.6,0.18540368514280767,0.09698038915162248,Metropolitan Manila,NCR,PH130000000
2020-04-30,8.0,12.666666666666666,0.057047287736248516,0.09032487224906016,Metropolitan Manila,NCR,PH130000000
2020-05-01,9.0,12.142857142857142,0.06417819870327958,0.0865896331710915,Metropolitan Manila,NCR,PH130000000
2020-05-02,19.0,12.714285714285714,0.13548730837359022,0.09066443943796638,Metropolitan Manila,NCR,PH130000000
2020-05-03,2.0,12.0,0.014261821934062129,0.08557093160437278,Metropolitan Manila,NCR,PH130000000
2020-05-04,7.0,12.142857142857142,0.04991637676921745,0.0865896331710915,Metropolitan Manila,NCR,PH130000000
2020-05-05,16.0,12.428571428571427,0.11409457547249703,0.08862703630452895,Metropolitan Manila,NCR,PH130000000
2020-05-06,15.0,10.857142857142856,0.10696366450546596,0.077421319070623,Metropolitan Manila,NCR,PH130000000
2020-05-07,25.0,13.285714285714285,0.1782727741757766,0.0947392457048413,Metropolitan Manila,NCR,PH130000000
2020-05-08,8.0,13.142857142857142,0.057047287736248516,0.09372054413812256,Metropolitan Manila,NCR,PH130000000
2020-05-09,6.0,11.285714285714285,0.04278546580218639,0.08047742377077917,Metropolitan Manila,NCR,PH130000000
2020-05-10,15.0,13.142857142857142,0.10696366450546596,0.09372054413812256,Metropolitan Manila,NCR,PH130000000
2020-05-11,5.0,12.857142857142856,0.035654554835155325,0.09168314100468512,Metropolitan Manila,NCR,PH130000000
2020-05-12,13.0,12.428571428571427,0.09270184257140383,0.08862703630452895,Metropolitan Manila,NCR,PH130000000
2020-05-13,19.0,13.0,0.13548730837359022,0.09270184257140383,Metropolitan Manila,NCR,PH130000000
2020-05-14,15.0,11.571428571428571,0.10696366450546596,0.08251482690421659,Metropolitan Manila,NCR,PH130000000
2020-05-15,14.0,12.428571428571427,0.0998327535384349,0.08862703630452894,Metropolitan Manila,NCR,PH130000000
2020-05-16,9.0,12.857142857142856,0.06417819870327958,0.09168314100468511,Metropolitan Manila,NCR,PH130000000
2020-05-17,7.0,11.714285714285714,0.04991637676921745,0.08353352847093531,Metropolitan Manila,NCR,PH130000000
2020-05-18,5.0,11.714285714285714,0.035654554835155325,0.08353352847093531,Metropolitan Manila,NCR,PH130000000
2020-05-19,5.0,10.571428571428571,0.035654554835155325,0.07538391593718553,Metropolitan Manila,NCR,PH130000000
2020-05-20,4.0,8.428571428571429,0.028523643868124258,0.06010339243640468,Metropolitan Manila,NCR,PH130000000
2020-05-21,4.0,6.857142857142857,0.028523643868124258,0.04889767520249872,Metropolitan Manila,NCR,PH130000000
2020-05-22,8.0,6.0,0.057047287736248516,0.042785465802186375,Metropolitan Manila,NCR,PH130000000
2020-05-23,6.0,5.571428571428571,0.04278546580218639,0.03972936110203021,Metropolitan Manila,NCR,PH130000000
2020-05-24,4.0,5.142857142857142,0.028523643868124258,0.03667325640187404,Metropolitan Manila,NCR,PH130000000
2020-05-25,4.0,5.0,0.028523643868124258,0.03565455483515532,Metropolitan Manila,NCR,PH130000000
2020-05-26,7.0,5.285714285714286,0.04991637676921745,0.03769195796859277,Metropolitan Manila,NCR,PH130000000
2020-05-27,18.0,7.285714285714286,0.12835639740655916,0.051953779902654894,Metropolitan Manila,NCR,PH130000000
2020-05-28,17.0,9.142857142857142,0.1212254864395281,0.0651969002699983,Metropolitan Manila,NCR,PH130000000
2020-05-29,18.0,10.571428571428571,0.12835639740655916,0.07538391593718553,Metropolitan Manila,NCR,PH130000000
2020-05-30,5.0,10.428571428571429,0.035654554835155325,0.0743652143704668,Metropolitan Manila,NCR,PH130000000
2020-05-31,9.2,11.17142857142857,0.0656043808966858,0.07966246251740416,Metropolitan Manila,NCR,PH130000000
2020-06-01,13.4,12.514285714285714,0.09555420695821626,0.08923825724456017,Metropolitan Manila,NCR,PH130000000
2020-06-02,17.6,14.02857142857143,0.12550403301974672,0.10003649385177862,Metropolitan Manila,NCR,PH130000000
2020-06-03,21.8,14.571428571428573,0.1554538590812772,0.10390755980530977,Metropolitan Manila,NCR,PH130000000
2020-06-04,26.0,15.857142857142858,0.18540368514280767,0.11307587390577828,Metropolitan Manila,NCR,PH130000000
2020-06-05,3.0,13.714285714285715,0.021392732901093194,0.09779535040499744,Metropolitan Manila,NCR,PH130000000
2020-06-06,7.0,14.000000000000002,0.04991637676921745,0.09983275353843488,Metropolitan Manila,NCR,PH130000000
2020-06-07,4.0,13.257142857142858,0.028523643868124258,0.09453550539149752,Metropolitan Manila,NCR,PH130000000
2020-06-08,1.0,11.485714285714286,0.0071309109670310645,0.08190360596418536,Metropolitan Manila,NCR,PH130000000
2020-06-09,2.0,9.257142857142858,0.014261821934062129,0.06601186152337328,Metropolitan Manila,NCR,PH130000000
2020-06-10,4.0,6.714285714285716,0.028523643868124258,0.047878973635779996,Metropolitan Manila,NCR,PH130000000
2020-06-11,1.0,3.1428571428571446,0.0071309109670310645,0.02241143446781191,Metropolitan Manila,NCR,PH130000000
2020-06-12,3.0,3.1428571428571446,0.021392732901093194,0.02241143446781191,Metropolitan Manila,NCR,PH130000000
2020-06-13,13.0,4.000000000000002,0.09270184257140383,0.028523643868124247,Metropolitan Manila,NCR,PH130000000
2020-06-14,8.0,4.571428571428573,0.057047287736248516,0.032598450134999145,Metropolitan Manila,NCR,PH130000000
2020-06-15,1.0,4.571428571428573,0.0071309109670310645,0.032598450134999145,Metropolitan Manila,NCR,PH130000000
2020-06-16,3.0,4.714285714285716,0.021392732901093194,0.03361715170171786,Metropolitan Manila,NCR,PH130000000
2020-06-17,4.0,4.714285714285716,0.028523643868124258,0.03361715170171786,Metropolitan Manila,NCR,PH130000000
2020-06-18,1.0,4.714285714285716,0.0071309109670310645,0.03361715170171786,Metropolitan Manila,NCR,PH130000000
2020-06-19,5.0,5.000000000000002,0.035654554835155325,0.03565455483515531,Metropolitan Manila,NCR,PH130000000
2020-06-20,2.0,3.4285714285714306,0.014261821934062129,0.024448837601249357,Metropolitan Manila,NCR,PH130000000
2020-06-21,5.0,3.0000000000000018,0.035654554835155325,0.021392732901093184,Metropolitan Manila,NCR,PH130000000
2020-06-22,4.0,3.4285714285714306,0.028523643868124258,0.024448837601249357,Metropolitan Manila,NCR,PH130000000
2020-06-23,7.0,4.000000000000002,0.04991637676921745,0.028523643868124247,Metropolitan Manila,NCR,PH130000000
2020-06-24,0.0,3.4285714285714306,0.0,0.024448837601249357,Metropolitan Manila,NCR,PH130000000
2020-06-25,2.0,3.5714285714285734,0.014261821934062129,0.025467539167968078,Metropolitan Manila,NCR,PH130000000
2020-06-26,3.0,3.2857142857142874,0.021392732901093194,0.02343013603453063,Metropolitan Manila,NCR,PH130000000
2020-06-27,11.0,4.571428571428573,0.0784400206373417,0.03259845013499914,Metropolitan Manila,NCR,PH130000000
2020-06-28,6.0,4.714285714285716,0.04278546580218639,0.03361715170171786,Metropolitan Manila,NCR,PH130000000
2020-06-29,6.0,5.000000000000002,0.04278546580218639,0.03565455483515531,Metropolitan Manila,NCR,PH130000000
2020-06-30,6.0,4.8571428571428585,0.04278546580218639,0.03463585326843659,Metropolitan Manila,NCR,PH130000000
2020-07-01,4.5,5.500000000000002,0.03208909935163979,0.039220010318670846,Metropolitan Manila,NCR,PH130000000
2020-07-02,3.0,5.642857142857145,0.021392732901093194,0.04023871188538957,Metropolitan Manila,NCR,PH130000000
2020-07-03,6.0,6.071428571428573,0.04278546580218639,0.04329481658554574,Metropolitan Manila,NCR,PH130000000
2020-07-04,3.0,4.928571428571431,0.021392732901093194,0.03514520405179595,Metropolitan Manila,NCR,PH130000000
2020-07-05,3.0,4.500000000000002,0.021392732901093194,0.032089099351639776,Metropolitan Manila,NCR,PH130000000
2020-07-06,3.0,4.071428571428573,0.021392732901093194,0.029032994651483606,Metropolitan Manila,NCR,PH130000000
2020-07-07,3.0,3.6428571428571446,0.021392732901093194,0.025976889951327437,Metropolitan Manila,NCR,PH130000000
2020-07-08,3.0,3.4285714285714306,0.021392732901093194,0.02444883760124935,Metropolitan Manila,NCR,PH130000000
2020-07-09,1.0,3.1428571428571446,0.0071309109670310645,0.0224114344678119,Metropolitan Manila,NCR,PH130000000
2020-07-10,0.0,2.285714285714288,0.0,0.016299225067499562,Metropolitan Manila,NCR,PH130000000
2020-07-11,1.0,2.0000000000000018,0.0071309109670310645,0.014261821934062115,Metropolitan Manila,NCR,PH130000000
2020-07-12,39.0,7.142857142857144,0.2781055277142115,0.050935078335936156,Metropolitan Manila,NCR,PH130000000
2020-07-13,4.0,7.285714285714287,0.028523643868124258,0.05195377990265488,Metropolitan Manila,NCR,PH130000000
2020-07-14,3.0,7.285714285714287,0.021392732901093194,0.05195377990265488,Metropolitan Manila,NCR,PH130000000
2020-07-15,7.0,7.8571428571428585,0.04991637676921745,0.05602858616952978,Metropolitan Manila,NCR,PH130000000
2020-07-16,9.0,9.000000000000002,0.06417819870327958,0.06417819870327957,Metropolitan Manila,NCR,PH130000000
2020-07-17,8.0,10.142857142857144,0.057047287736248516,0.07232781123702936,Metropolitan Manila,NCR,PH130000000
2020-07-18,23.0,13.285714285714286,0.16401095224171447,0.09473924570484127,Metropolitan Manila,NCR,PH130000000
2020-07-19,1.0,7.8571428571428585,0.0071309109670310645,0.05602858616952978,Metropolitan Manila,NCR,PH130000000
2020-07-20,1.0,7.428571428571431,0.0071309109670310645,0.05297248146937361,Metropolitan Manila,NCR,PH130000000
2020-07-21,0.0,7.000000000000002,0.0,0.04991637676921744,Metropolitan Manila,NCR,PH130000000
2020-07-22,1.0,6.142857142857144,0.0071309109670310645,0.0438041673689051,Metropolitan Manila,NCR,PH130000000
2020-07-23,6.0,5.714285714285716,0.04278546580218639,0.04074806266874893,Metropolitan Manila,NCR,PH130000000
2020-07-24,-3.0,4.142857142857145,-0.021392732901093194,0.029542345434842975,Metropolitan Manila,NCR,PH130000000
2020-07-25,6.0,1.7142857142857162,0.04278546580218639,0.01222441880062468,Metropolitan Manila,NCR,PH130000000
2020-07-26,13.0,3.4285714285714306,0.09270184257140383,0.02444883760124936,Metropolitan Manila,NCR,PH130000000
2020-07-27,5.0,4.000000000000002,0.035654554835155325,0.028523643868124254,Metropolitan Manila,NCR,PH130000000
2020-07-28,1.0,4.142857142857145,0.0071309109670310645,0.029542345434842975,Metropolitan Manila,NCR,PH130000000
2020-07-29,5.0,4.714285714285716,0.035654554835155325,0.03361715170171787,Metropolitan Manila,NCR,PH130000000
2020-07-30,11.0,5.428571428571431,0.0784400206373417,0.03871065953531149,Metropolitan Manila,NCR,PH130000000
2020-07-31,14.0,7.8571428571428585,0.0998327535384349,0.056028586169529784,Metropolitan Manila,NCR,PH130000000
2020-08-01,5.0,7.714285714285716,0.035654554835155325,0.05500988460281106,Metropolitan Manila,NCR,PH130000000
2020-08-02,4.0,6.428571428571431,0.028523643868124258,0.045841570502342555,Metropolitan Manila,NCR,PH130000000
2020-08-03,3.0,6.142857142857144,0.021392732901093194,0.043804167368905106,Metropolitan Manila,NCR,PH130000000
2020-08-04,1.0,6.142857142857144,0.0071309109670310645,0.043804167368905106,Metropolitan Manila,NCR,PH130000000
2020-08-05,3.0,5.8571428571428585,0.021392732901093194,0.041766764235467664,Metropolitan Manila,NCR,PH130000000
2020-08-06,10.0,5.714285714285716,0.07130910967031065,0.04074806266874894,Metropolitan Manila,NCR,PH130000000
2020-08-07,9.0,5.000000000000002,0.06417819870327958,0.03565455483515532,Metropolitan Manila,NCR,PH130000000
2020-08-08,22.0,7.428571428571431,0.1568800412746834,0.05297248146937362,Metropolitan Manila,NCR,PH130000000
2020-08-09,15.0,9.000000000000002,0.10696366450546596,0.06417819870327958,Metropolitan Manila,NCR,PH130000000
2020-08-10,6.0,9.42857142857143,0.04278546580218639,0.06723430340343574,Metropolitan Manila,NCR,PH130000000
2020-08-11,7.0,10.285714285714286,0.04991637676921745,0.07334651280374808,Metropolitan Manila,NCR,PH130000000
2020-08-12,16.0,12.142857142857144,0.11409457547249703,0.08658963317109149,Metropolitan Manila,NCR,PH130000000
2020-08-13,9.0,12.000000000000002,0.06417819870327958,0.08557093160437275,Metropolitan Manila,NCR,PH130000000
2020-08-14,6.0,11.571428571428573,0.04278546580218639,0.08251482690421658,Metropolitan Manila,NCR,PH130000000
2020-08-15,60.0,17.0,0.42785465802186384,0.12122548643952806,Metropolitan Manila,NCR,PH130000000
2020-08-16,45.0,21.285714285714285,0.3208909935163979,0.15178653344108975,Metropolitan Manila,NCR,PH130000000
2020-08-17,4.0,21.0,0.028523643868124258,0.14974913030765227,Metropolitan Manila,NCR,PH130000000
2020-08-18,0.0,20.0,0.0,0.14261821934062122,Metropolitan Manila,NCR,PH130000000
2020-08-19,52.0,25.142857142857142,0.37080737028561533,0.17929147574249527,Metropolitan Manila,NCR,PH130000000
2020-08-20,34.0,28.71428571428571,0.2424509728790562,0.20475901491046333,Metropolitan Manila,NCR,PH130000000
2020-08-21,28.0,31.857142857142854,0.1996655070768698,0.22717044937827524,Metropolitan Manila,NCR,PH130000000
2020-08-22,17.0,25.71428571428571,0.1212254864395281,0.18336628200937014,Metropolitan Manila,NCR,PH130000000
2020-08-23,21.0,22.285714285714285,0.14974913030765236,0.15891744440812078,Metropolitan Manila,NCR,PH130000000
2020-08-24,8.0,22.857142857142854,0.057047287736248516,0.16299225067499568,Metropolitan Manila,NCR,PH130000000
2020-08-25,18.0,25.428571428571427,0.12835639740655916,0.1813288788759327,Metropolitan Manila,NCR,PH130000000
2020-08-26,62.0,26.857142857142854,0.442116479955926,0.19151589454311993,Metropolitan Manila,NCR,PH130000000
2020-08-27,62.0,30.857142857142854,0.442116479955926,0.22003953841124418,Metropolitan Manila,NCR,PH130000000
2020-08-28,57.0,35.0,0.4064619251207707,0.24958188384608715,Metropolitan Manila,NCR,PH130000000
2020-08-29,54.0,40.285714285714285,0.3850691922196775,0.2872738418146799,Metropolitan Manila,NCR,PH130000000
2020-08-30,53.0,44.857142857142854,0.3779382812526464,0.31987229194967903,Metropolitan Manila,NCR,PH130000000
2020-08-31,22.0,46.857142857142854,0.1568800412746834,0.3341341138837412,Metropolitan Manila,NCR,PH130000000
2020-09-01,15.0,46.42857142857142,0.10696366450546596,0.331078009183585,Metropolitan Manila,NCR,PH130000000
2020-09-02,10.0,39.0,0.07130910967031065,0.2781055277142114,Metropolitan Manila,NCR,PH130000000
2020-09-03,36.0,35.285714285714285,0.2567127948131183,0.25161928697952457,Metropolitan Manila,NCR,PH130000000
2020-09-04,31.0,31.57142857142857,0.221058239977963,0.2251330462448378,Metropolitan Manila,NCR,PH130000000
2020-09-05,32.0,28.428571428571427,0.22818915094499406,0.20272161177702588,Metropolitan Manila,NCR,PH130000000
2020-09-06,40.0,26.57142857142857,0.2852364386812426,0.18947849140968245,Metropolitan Manila,NCR,PH130000000
2020-09-07,11.0,25.0,0.0784400206373417,0.1782727741757765,Metropolitan Manila,NCR,PH130000000
2020-09-08,11.0,24.428571428571427,0.0784400206373417,0.17419796790890163,Metropolitan Manila,NCR,PH130000000
2020-09-09,36.0,28.142857142857142,0.2567127948131183,0.2006842086435884,Metropolitan Manila,NCR,PH130000000
2020-09-10,34.0,27.857142857142854,0.2424509728790562,0.198646805510151,Metropolitan Manila,NCR,PH130000000
2020-09-11,15.0,25.57142857142857,0.10696366450546596,0.1823475804426514,Metropolitan Manila,NCR,PH130000000
2020-09-12,106.0,36.14285714285714,0.7558765625052928,0.25773149637983694,Metropolitan Manila,NCR,PH130000000
2020-09-13,23.0,33.714285714285715,0.16401095224171447,0.24041356974561862,Metropolitan Manila,NCR,PH130000000
2020-09-14,155.0,54.285714285714285,1.105291199889815,0.38710659535311476,Metropolitan Manila,NCR,PH130000000
2020-09-15,13.0,54.57142857142857,0.09270184257140383,0.3891439984865522,Metropolitan Manila,NCR,PH130000000
2020-09-16,23.0,52.71428571428571,0.16401095224171447,0.3759008781192088,Metropolitan Manila,NCR,PH130000000
2020-09-17,24.0,51.285714285714285,0.17114186320874555,0.3657138624520216,Metropolitan Manila,NCR,PH130000000
2020-09-18,23.0,52.42857142857142,0.16401095224171447,0.3738634749857714,Metropolitan Manila,NCR,PH130000000
2020-09-19,53.0,44.857142857142854,0.3779382812526464,0.31987229194967903,Metropolitan Manila,NCR,PH130000000
2020-09-20,28.0,45.57142857142857,0.1996655070768698,0.32496579978327267,Metropolitan Manila,NCR,PH130000000
2020-09-21,8.0,24.57142857142857,0.057047287736248516,0.1752166694756203,Metropolitan Manila,NCR,PH130000000
2020-09-22,20.0,25.57142857142857,0.1426182193406213,0.18234758044265137,Metropolitan Manila,NCR,PH130000000
2020-09-23,22.0,25.428571428571427,0.1568800412746834,0.18132887887593266,Metropolitan Manila,NCR,PH130000000
2020-09-24,15.0,24.142857142857142,0.10696366450546596,0.17216056477546413,Metropolitan Manila,NCR,PH130000000
2020-09-25,34.0,25.71428571428571,0.2424509728790562,0.18336628200937008,Metropolitan Manila,NCR,PH130000000
2020-09-26,37.0,23.428571428571427,0.2638437057801494,0.1670670569418705,Metropolitan Manila,NCR,PH130000000
2020-09-27,28.0,23.428571428571427,0.1996655070768698,0.1670670569418705,Metropolitan Manila,NCR,PH130000000
2020-09-28,8.0,23.428571428571427,0.057047287736248516,0.1670670569418705,Metropolitan Manila,NCR,PH130000000
2020-09-29,25.0,24.142857142857142,0.1782727741757766,0.1721605647754641,Metropolitan Manila,NCR,PH130000000
2020-09-30,21.0,24.0,0.14974913030765236,0.1711418632087454,Metropolitan Manila,NCR,PH130000000
2020-10-01,25.0,25.428571428571427,0.1782727741757766,0.18132887887593263,Metropolitan Manila,NCR,PH130000000
2020-10-02,22.0,23.71428571428571,0.1568800412746834,0.1691044600753079,Metropolitan Manila,NCR,PH130000000
2020-10-03,21.0,21.428571428571427,0.14974913030765236,0.15280523500780838,Metropolitan Manila,NCR,PH130000000
2020-10-04,37.0,22.71428571428571,0.2638437057801494,0.16197354910827688,Metropolitan Manila,NCR,PH130000000
2020-10-05,36.0,26.71428571428571,0.2567127948131183,0.19049719297640114,Metropolitan Manila,NCR,PH130000000
2020-10-06,9.0,24.428571428571427,0.06417819870327958,0.17419796790890155,Metropolitan Manila,NCR,PH130000000
2020-10-07,23.0,24.71428571428571,0.16401095224171447,0.17623537104233902,Metropolitan Manila,NCR,PH130000000
2020-10-08,97.0,35.0,0.6916983638020132,0.2495818838460871,Metropolitan Manila,NCR,PH130000000
2020-10-09,38.0,37.285714285714285,0.27097461674718043,0.26588110891358663,Metropolitan Manila,NCR,PH130000000
2020-10-10,28.0,38.285714285714285,0.1996655070768698,0.2730120198806177,Metropolitan Manila,NCR,PH130000000
2020-10-11,39.0,38.57142857142857,0.2781055277142115,0.27504942301405516,Metropolitan Manila,NCR,PH130000000
2020-10-12,0.0,33.42857142857142,0.0,0.23837616661218114,Metropolitan Manila,NCR,PH130000000
2020-10-13,3.0,32.57142857142857,0.021392732901093194,0.2322639572118688,Metropolitan Manila,NCR,PH130000000
2020-10-14,35.0,34.285714285714285,0.24958188384608726,0.24448837601249349,Metropolitan Manila,NCR,PH130000000
2020-10-15,14.0,22.428571428571427,0.0998327535384349,0.15993614597483946,Metropolitan Manila,NCR,PH130000000
2020-10-16,1.0,17.142857142857142,0.0071309109670310645,0.1222441880062467,Metropolitan Manila,NCR,PH130000000
2020-10-17,31.0,17.57142857142857,0.221058239977963,0.12530029270640286,Metropolitan Manila,NCR,PH130000000
2020-10-18,30.0,16.285714285714285,0.21392732901093192,0.11613197860593436,Metropolitan Manila,NCR,PH130000000
2020-10-19,96.0,30.0,0.6845674528349822,0.2139273290109318,Metropolitan Manila,NCR,PH130000000
2020-10-20,-86.0,17.285714285714285,-0.6132583431646715,0.12326288957296541,Metropolitan Manila,NCR,PH130000000
2020-10-21,23.0,15.571428571428571,0.16401095224171447,0.11103847077234072,Metropolitan Manila,NCR,PH130000000
2020-10-22,11.0,15.142857142857142,0.0784400206373417,0.10798236607218455,Metropolitan Manila,NCR,PH130000000
2020-10-23,47.0,21.71428571428571,0.33515281545046005,0.15484263814124583,Metropolitan Manila,NCR,PH130000000
2020-10-24,9.0,18.57142857142857,0.06417819870327958,0.13243120367343392,Metropolitan Manila,NCR,PH130000000
2020-10-25,16.0,16.57142857142857,0.11409457547249703,0.11816938173937179,Metropolitan Manila,NCR,PH130000000
2020-10-26,16.0,5.142857142857142,0.11409457547249703,0.03667325640187391,Metropolitan Manila,NCR,PH130000000
2020-10-27,2.0,17.71428571428571,0.014261821934062129,0.12631899427312157,Metropolitan Manila,NCR,PH130000000
2020-10-28,9.0,15.714285714285714,0.06417819870327958,0.11205717233905944,Metropolitan Manila,NCR,PH130000000
2020-10-29,12.0,15.857142857142856,0.08557093160437278,0.11307587390577817,Metropolitan Manila,NCR,PH130000000
2020-10-30,12.0,10.857142857142856,0.08557093160437278,0.07742131907062284,Metropolitan Manila,NCR,PH130000000
2020-10-31,10.0,11.0,0.07130910967031065,0.07844002063734158,Metropolitan Manila,NCR,PH130000000
2020-11-01,4.0,9.285714285714285,0.028523643868124258,0.06621560183671689,Metropolitan Manila,NCR,PH130000000
2020-11-02,8.0,8.142857142857142,0.057047287736248516,0.05806598930296711,Metropolitan Manila,NCR,PH130000000
2020-11-03,7.0,8.857142857142856,0.04991637676921745,0.06315949713656073,Metropolitan Manila,NCR,PH130000000
2020-11-04,7.0,8.571428571428571,0.04991637676921745,0.06112209400312328,Metropolitan Manila,NCR,PH130000000
2020-11-05,19.0,9.571428571428571,0.13548730837359022,0.06825300497015435,Metropolitan Manila,NCR,PH130000000
2020-11-06,38.0,13.285714285714285,0.27097461674718043,0.09473924570484116,Metropolitan Manila,NCR,PH130000000
2020-11-07,1.0,12.0,0.0071309109670310645,0.08557093160437264,Metropolitan Manila,NCR,PH130000000
2020-11-08,10.0,12.857142857142856,0.07130910967031065,0.091683141004685,Metropolitan Manila,NCR,PH130000000
2020-11-09,28.0,15.714285714285714,0.1996655070768698,0.11205717233905947,Metropolitan Manila,NCR,PH130000000
2020-11-10,6.0,15.571428571428571,0.04278546580218639,0.11103847077234075,Metropolitan Manila,NCR,PH130000000
2020-11-11,10.0,16.0,0.07130910967031065,0.11409457547249692,Metropolitan Manila,NCR,PH130000000
2020-11-12,0.0,13.285714285714285,0.0,0.09473924570484117,Metropolitan Manila,NCR,PH130000000
2020-11-13,6.0,8.714285714285714,0.04278546580218639,0.06214079556984202,Metropolitan Manila,NCR,PH130000000
2020-11-14,13.0,10.428571428571429,0.09270184257140383,0.07436521437046671,Metropolitan Manila,NCR,PH130000000
2020-11-15,1.0,9.142857142857142,0.0071309109670310645,0.06519690026999819,Metropolitan Manila,NCR,PH130000000
2020-11-16,0.0,5.142857142857142,0.0,0.03667325640187394,Metropolitan Manila,NCR,PH130000000
2020-11-17,12.0,6.0,0.08557093160437278,0.042785465802186284,Metropolitan Manila,NCR,PH130000000
2020-11-18,21.0,7.571428571428571,0.14974913030765236,0.053991183036092245,Metropolitan Manila,NCR,PH130000000
2020-11-19,3.0,8.0,0.021392732901093194,0.05704728773624841,Metropolitan Manila,NCR,PH130000000
2020-11-20,7.0,8.142857142857142,0.04991637676921745,0.058065989302967136,Metropolitan Manila,NCR,PH130000000
2020-11-21,40.0,12.0,0.2852364386812426,0.08557093160437268,Metropolitan Manila,NCR,PH130000000
2020-11-22,20.0,14.714285714285714,0.1426182193406213,0.10492626137202843,Metropolitan Manila,NCR,PH130000000
2020-11-23,4.0,15.285714285714285,0.028523643868124258,0.10900106763890331,Metropolitan Manila,NCR,PH130000000
2020-11-24,5.0,14.285714285714285,0.035654554835155325,0.10187015667187224,Metropolitan Manila,NCR,PH130000000
2020-11-25,13.0,13.142857142857142,0.09270184257140383,0.09372054413812245,Metropolitan Manila,NCR,PH130000000
2020-11-26,2.0,13.0,0.014261821934062129,0.09270184257140372,Metropolitan Manila,NCR,PH130000000
2020-11-27,9.0,13.285714285714285,0.06417819870327958,0.09473924570484117,Metropolitan Manila,NCR,PH130000000
2020-11-28,11.0,9.142857142857142,0.0784400206373417,0.06519690026999818,Metropolitan Manila,NCR,PH130000000
2020-11-29,7.0,7.285714285714286,0.04991637676921745,0.051953779902654776,Metropolitan Manila,NCR,PH130000000
2020-11-30,7.0,7.7142857142857135,0.04991637676921745,0.05500988460281094,Metropolitan Manila,NCR,PH130000000
2020-12-01,4.0,7.571428571428571,0.028523643868124258,0.05399118303609222,Metropolitan Manila,NCR,PH130000000
2020-12-02,4.0,6.285714285714286,0.028523643868124258,0.04482286893562371,Metropolitan Manila,NCR,PH130000000
2020-12-03,1.0,6.142857142857142,0.0071309109670310645,0.04380416736890499,Metropolitan Manila,NCR,PH130000000
2020-12-04,9.0,6.142857142857142,0.06417819870327958,0.04380416736890499,Metropolitan Manila,NCR,PH130000000
2020-12-05,2.0,4.857142857142857,0.014261821934062129,0.03463585326843648,Metropolitan Manila,NCR,PH130000000
2020-12-06,7.0,4.857142857142857,0.04991637676921745,0.03463585326843648,Metropolitan Manila,NCR,PH130000000
2020-12-07,2.0,4.142857142857142,0.014261821934062129,0.02954234543484286,Metropolitan Manila,NCR,PH130000000
2020-12-08,11.0,5.142857142857142,0.0784400206373417,0.036673256401873924,Metropolitan Manila,NCR,PH130000000
2020-12-09,3.0,5.0,0.021392732901093194,0.0356545548351552,Metropolitan Manila,NCR,PH130000000
2020-12-10,12.0,6.571428571428571,0.08557093160437278,0.04686027206906116,Metropolitan Manila,NCR,PH130000000
2020-12-11,1.0,5.428571428571428,0.0071309109670310645,0.03871065953531138,Metropolitan Manila,NCR,PH130000000
2020-12-12,12.0,6.857142857142857,0.08557093160437278,0.04889767520249861,Metropolitan Manila,NCR,PH130000000
2020-12-13,2.0,6.142857142857142,0.014261821934062129,0.04380416736890499,Metropolitan Manila,NCR,PH130000000
2020-12-14,9.5,7.2142857142857135,0.06774365418679512,0.05144442911929542,Metropolitan Manila,NCR,PH130000000
2020-12-15,17.0,8.071428571428571,0.1212254864395281,0.05755663851960776,Metropolitan Manila,NCR,PH130000000
2020-12-16,4.0,8.214285714285714,0.028523643868124258,0.058575340086326484,Metropolitan Manila,NCR,PH130000000
2020-12-17,7.0,7.5,0.04991637676921745,0.05348183225273286,Metropolitan Manila,NCR,PH130000000
2020-12-18,3.0,7.785714285714286,0.021392732901093194,0.055519235386170304,Metropolitan Manila,NCR,PH130000000
2020-12-19,5.0,6.785714285714286,0.035654554835155325,0.04838832441913924,Metropolitan Manila,NCR,PH130000000
2020-12-20,6.0,7.357142857142857,0.04278546580218639,0.05246313068601414,Metropolitan Manila,NCR,PH130000000
2020-12-21,3.0,6.428571428571428,0.021392732901093194,0.04584157050234243,Metropolitan Manila,NCR,PH130000000
2020-12-22,6.0,4.857142857142857,0.04278546580218639,0.034635853268436476,Metropolitan Manila,NCR,PH130000000
2020-12-23,9.0,5.571428571428571,0.06417819870327958,0.03972936110203009,Metropolitan Manila,NCR,PH130000000
2020-12-24,1.0,4.714285714285714,0.0071309109670310645,0.03361715170171775,Metropolitan Manila,NCR,PH130000000
2020-12-25,0.0,4.285714285714286,0.0,0.030561047001561578,Metropolitan Manila,NCR,PH130000000
