DATE,NUM_ASYMPTOMATIC,NUM_CRITICAL,NUM_DAILY_CASES,NUM_TOT_DIED,NUM_MILD,NUM_TOT_RECOVERED,NUM_SEVERE,NUM_TOT_CASES,NUM_DAILY_MILD,NUM_DAILY_ASYMPTOMATIC,NUM_DAILY_SEVERE,NUM_DAILY_CRITICAL,NUM_DAILY_DIED,NUM_DAILY_RECOVERED,MA7_NUM_ASYMPTOMATIC,MA7_NUM_CRITICAL,MA7_NUM_DAILY_CASES,MA7_NUM_TOT_DIED,MA7_NUM_MILD,MA7_NUM_TOT_RECOVERED,MA7_NUM_SEVERE,MA7_NUM_TOT_CASES,MA7_NUM_DAILY_MILD,MA7_NUM_DAILY_ASYMPTOMATIC,MA7_NUM_DAILY_SEVERE,MA7_NUM_DAILY_CRITICAL,MA7_NUM_DAILY_DIED,MA7_NUM_DAILY_RECOVERED,NUM_ASYMPTOMATIC_per_100kpop,NUM_CRITICAL_per_100kpop,NUM_DAILY_CASES_per_100kpop,NUM_TOT_DIED_per_100kpop,NUM_MILD_per_100kpop,NUM_TOT_RECOVERED_per_100kpop,NUM_SEVERE_per_100kpop,NUM_TOT_CASES_per_100kpop,NUM_DAILY_MILD_per_100kpop,NUM_DAILY_ASYMPTOMATIC_per_100kpop,NUM_DAILY_SEVERE_per_100kpop,NUM_DAILY_CRITICAL_per_100kpop,NUM_DAILY_DIED_per_100kpop,NUM_DAILY_RECOVERED_per_100kpop,MA7_NUM_ASYMPTOMATIC_per_100kpop,MA7_NUM_CRITICAL_per_100kpop,MA7_NUM_DAILY_CASES_per_100kpop,MA7_NUM_TOT_DIED_per_100kpop,MA7_NUM_MILD_per_100kpop,MA7_NUM_TOT_RECOVERED_per_100kpop,MA7_NUM_SEVERE_per_100kpop,MA7_NUM_TOT_CASES_per_100kpop,MA7_NUM_DAILY_MILD_per_100kpop,MA7_NUM_DAILY_ASYMPTOMATIC_per_100kpop,MA7_NUM_DAILY_SEVERE_per_100kpop,MA7_NUM_DAILY_CRITICAL_per_100kpop,MA7_NUM_DAILY_DIED_per_100kpop,MA7_NUM_DAILY_RECOVERED_per_100kpop,REGION_L,REGION_S,REGION_PSGC
2021-02-26,109.0,575.0,932.0,4769.0,8943.0,218921.0,336.0,233732.0,547.0,-4.0,-4.0,-4.0,21.0,375.0,109.0,577.2857142857142,662.0,4735.285714285714,7696.857142857142,218026.71428571426,334.1428571428571,231554.14285714284,234.85714285714283,-3.0,0.8571428571428571,-0.2857142857142857,15.142857142857142,411.57142857142856,0.777269295406386,4.100273806042862,6.646009021272952,34.00731440177115,63.77173677815881,1561.1061598134077,2.3959860849224377,1666.7220821461049,3.9006082989659925,-0.028523643868124258,-0.028523643868124258,-0.028523643868124258,0.14974913030765236,2.674091612636649,0.7772692954063919,4.116573031110367,4.720663060174573,33.766900832025534,54.88560301167146,1554.7290880057487,2.382742964555094,1651.1919767614777,1.6747453756855861,-0.021392732901092504,0.0061122094003123635,-0.002037403133437348,0.10798236607218455,2.9348792137166417,Metropolitan Manila,NCR,PH130000000
2021-02-26,4.0,1.0,7.0,80.0,115.0,2998.0,6.0,3205.0,7.0,0.0,0.0,0.0,0.0,0.0,7.571428571428571,1.0,7.0,80.0,101.42857142857142,2988.8571428571427,6.0,3185.8571428571427,1.2857142857142856,-3.714285714285714,0.0,0.0,0.8571428571428571,8.571428571428571,0.09590336072846076,0.02397584018211519,0.16783088127480633,1.9180672145692153,2.757221620943247,71.87956886598134,0.14385504109269115,76.84256778367919,0.16783088127480633,0.0,0.0,0.0,0.0,0.0,0.18153136137887227,0.023975840182115196,0.1678308812748063,1.9180672145692157,2.4318352184716825,71.66036118431622,0.14385504109269112,76.38360170019297,0.030826080234147957,-0.08905312067642782,3.96508223080413e-18,0.0,0.02055072015609873,0.20550720156098717,Autonomous Region of Muslim Mindanao (ARMM),BARMM,PH150000000
2021-02-26,265.0,23.0,500.0,1522.0,7210.0,30356.0,23.0,39431.0,485.0,14.0,1.0,0.0,0.0,0.0,236.85714285714283,22.285714285714285,457.2857142857143,1508.4285714285713,6155.571428571428,30097.42857142857,22.000000000000007,38071.142857142855,191.57142857142856,-1.7142857142857142,0.0,0.0,4.571428571428571,262.1428571428571,3.2704257282173197,0.2838482707509372,6.170614581542113,18.783350786214193,88.98026226583727,374.63035247458475,0.2838482707509372,486.6270071295741,5.985496144095849,0.17277720828317916,0.012341229163084225,0.0,0.0,0.0,2.9231082789133773,0.2750331070630199,5.643467793004657,18.615862676143763,75.96731762973373,371.43926321955905,0.271507041587853,469.84469850051727,2.364226901099419,-0.021156392851001602,-4.460717509654646e-18,-2.4781763942525812e-18,0.05641704760267077,3.2351650734656525,Central Visayas (Region VII),7,PH070000000
2021-02-26,399.0,5.0,110.0,705.0,783.0,24229.0,37.0,26171.0,-111.0,185.0,5.0,0.0,1.0,28.0,175.28571428571428,5.0,90.0,700.8571428571428,893.8571428571428,24093.142857142855,31.857142857142854,25908.85714285714,-11.857142857142856,37.285714285714285,0.8571428571428571,0.0,2.8571428571428568,60.14285714285714,4.948538176424305,0.0620117565967958,1.3642586451295076,8.743657680148209,9.711041083058223,300.4965701167531,0.4588869988162889,324.58193637894857,-1.3766609964488667,2.2944349940814446,0.0620117565967958,0.0,0.01240235131935916,0.3472658369420565,2.1739550098362455,0.06201175659679579,1.1162116187423246,8.692276510396589,11.085930315032888,298.8116221017943,0.3951034777452974,321.3307485688025,-0.14705645135811526,0.46243052776467736,0.01063058684516498,1.4869058365515489e-18,0.035435289483883296,0.7459128436357418,Western Visayas (Region VI),6,PH060000000
2021-02-26,32.0,1.0,21.0,59.0,107.0,3029.0,9.0,3239.0,21.0,0.0,-3.0,0.0,0.0,3.0,30.0,1.0,6.571428571428571,58.857142857142854,85.85714285714285,3023.0,11.714285714285714,3212.0,2.571428571428571,1.0,-0.7142857142857142,0.0,0.2857142857142857,3.2857142857142856,0.9935457642849124,0.03104830513390351,0.6520144078119737,1.8318500029003073,3.322168649327676,94.04531625059374,0.2794347462051316,100.56546032871348,0.6520144078119737,0.0,-0.09314491540171053,0.0,0.0,0.09314491540171053,0.9314491540171066,0.03104830513390351,0.20403171945136603,1.8274145307383232,2.665718769353712,93.8590264197903,0.36370871728286913,99.72715609009805,0.07983849891575168,0.03104830513390347,-0.02217736080993107,0.0,0.008870944323972426,0.1020158597256834,MIMAROPA (Region IV-B),4B,PH170000000
2021-02-26,42.0,85.0,206.0,1553.0,3208.0,92468.0,79.0,97491.0,177.0,1.0,0.0,0.0,0.0,30.0,67.42857142857143,84.57142857142857,185.57142857142856,1551.5714285714284,2837.142857142857,92254.28571428571,79.42857142857143,96932.85714285713,34.857142857142854,-32.42857142857142,-0.14285714285714285,0.0,4.714285714285714,179.57142857142856,0.2525600057855878,0.5111333450422609,1.2387466950435972,9.338706880595662,19.290773775242037,556.0409194043269,0.4750533442157484,586.245893429589,1.0643600243821199,0.006013333471085423,0.0,0.0,0.0,0.18040000413256269,0.4054704854789023,0.5085562021260822,1.115902882705707,9.3301164042084,17.060686105108047,554.7557841367919,0.4776304871319281,582.8895943050845,0.2096076238492644,-0.195003813990913,-0.00085904763872649,-1.486905836551549e-17,0.02834857207797411,1.0798228818791988,CALABARZON (Region IV-A),4A,PH040000000
2021-02-26,92.0,1.0,79.0,285.0,789.0,7507.0,26.0,8704.0,75.0,1.0,0.0,0.0,3.0,0.0,56.0,1.0,49.0,279.1428571428571,752.2857142857142,7445.0,27.142857142857142,8564.571428571428,-15.428571428571427,5.857142857142857,-0.7142857142857142,0.0,2.2857142857142856,57.0,1.7261594391046955,0.01876260259896408,1.4822456053181623,5.347341740704763,14.80369345058266,140.85085771042336,0.4878276675730661,163.30969302138337,1.407195194922306,0.01876260259896408,0.0,0.0,0.05628780779689224,0.0,1.0507057455419861,0.018762602598964066,0.9193675273492394,5.237446496910829,14.114837898020687,139.68757634928753,0.5092706419718827,160.69365014472785,-0.2894801543840175,0.1098952437939324,-0.013401858999260068,0.0,0.042885948797632155,1.0694683481409528,Ilocos Region (Region I),1,PH010000000
2021-02-26,29.0,8.0,34.0,198.0,331.0,6760.0,28.0,7355.0,32.0,2.0,0.0,0.0,0.0,0.0,37.57142857142857,8.0,19.142857142857142,198.0,297.0,6717.142857142857,29.57142857142857,7289.857142857142,4.571428571428571,-9.714285714285714,-0.42857142857142855,0.0,0.0,25.142857142857142,0.7365361268569,0.20318237982259307,0.8635251142460206,5.028763900609179,8.406670965159789,171.68911095009116,0.7111383293790757,186.80080044939652,0.8127295192903723,0.05079559495564827,0.0,0.0,0.0,0.0,0.9542315338096771,0.203182379822593,0.48618640886120507,5.028763900609178,7.543145850913801,170.6006339153273,0.7510491539870849,185.1463153565554,0.11610421704148184,-0.2467214612131486,-0.010884770347638881,-9.912705577010326e-19,-1.6851599480917553e-17,0.6385731937281509,Zamboanga Peninsula (Region IX),9,PH090000000
2021-02-26,295.0,0.0,54.0,197.0,255.0,15152.0,4.0,15903.0,26.0,-29.0,0.0,0.0,0.0,57.0,311.0,0.0,59.42857142857142,194.85714285714283,279.85714285714283,14944.142857142857,3.571428571428571,15733.42857142857,-17.857142857142858,-8.0,0.14285714285714285,0.0,1.1428571428571428,84.0,6.209996631815942,0.0,1.1367451461629183,4.147014699890646,5.367963190213781,318.96226767889885,0.08420334416021617,334.77144554497943,0.5473217370414051,-0.6104742451615672,0.0,0.0,0.0,1.1998976542830804,6.546810008456812,-9.912705577010326e-19,1.2510211132374975,4.101905765519097,5.891226828923688,314.586701044859,0.0751815572859072,331.20182520504443,-0.3759077864295365,-0.16840668832043282,0.003007262291436292,0.0,0.02405809833149032,1.7682702273645414,Eastern Visayas (Region VIII),8,PH080000000
2021-02-26,1.0,2.0,37.0,232.0,1019.0,10536.0,17.0,11811.0,34.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,31.142857142857142,229.42857142857142,990.2857142857142,10480.857142857143,16.285714285714285,11723.857142857141,-25.71428571428571,0.0,-0.14285714285714285,0.0,2.571428571428571,54.42857142857142,0.019390755128480694,0.03878151025696139,0.7174579397537857,4.498655189807521,19.759179475921826,204.3009960336726,0.3296428371841718,229.0242088224855,0.6592856743683436,0.0,0.0,0.0,0.05817226538544208,0.0,0.01939075512848203,0.03878151025696138,0.6038835168583986,4.448793248048569,19.20238779294689,203.2317343937306,0.31579229780668555,227.33444301843227,-0.49861941758950334,1.2093500803952597e-16,-0.002770107875497243,0.0,0.049861941758950354,1.0554111005644486,Northern Mindanao (Region X),10,PH100000000
